Muster;Formatstand;Sparte;Prüf-ID;Segment;Befund;Vorschlag;Entscheidung
E1;202604;Strom;55609;FTX;FTX+ABO: Qualifier ist im AHB der Prüf-ID 55609 nicht vorgesehen.;Qualifier datengetrieben aus AHB-Meta (ACB statt ABO) setzen;
E1;202610;Gas;44003;FTX;FTX+ABO: Qualifier ist im AHB der Prüf-ID 44003 nicht vorgesehen.;Qualifier datengetrieben aus AHB-Meta (ACB statt ABO) setzen;
E1;202610;Gas;44006;FTX;FTX+ABO: Qualifier ist im AHB der Prüf-ID 44006 nicht vorgesehen.;Qualifier datengetrieben aus AHB-Meta (ACB statt ABO) setzen;
E1;202610;Gas;44009;FTX;FTX+ABO: Qualifier ist im AHB der Prüf-ID 44009 nicht vorgesehen.;Qualifier datengetrieben aus AHB-Meta (ACB statt ABO) setzen;
E1;202610;Gas;44015;FTX;FTX+ABO: Qualifier ist im AHB der Prüf-ID 44015 nicht vorgesehen.;Qualifier datengetrieben aus AHB-Meta (ACB statt ABO) setzen;
E1;202610;Gas;44018;FTX;FTX+ABO: Qualifier ist im AHB der Prüf-ID 44018 nicht vorgesehen.;Qualifier datengetrieben aus AHB-Meta (ACB statt ABO) setzen;
E1;202610;Gas;44024;FTX;FTX+ABO: Qualifier ist im AHB der Prüf-ID 44024 nicht vorgesehen.;Qualifier datengetrieben aus AHB-Meta (ACB statt ABO) setzen;
E1;202610;Strom;55003;FTX;FTX+ABO: Qualifier ist im AHB der Prüf-ID 55003 nicht vorgesehen.;Qualifier datengetrieben aus AHB-Meta (ACB statt ABO) setzen;
E1;202610;Strom;55006;FTX;FTX+ABO: Qualifier ist im AHB der Prüf-ID 55006 nicht vorgesehen.;Qualifier datengetrieben aus AHB-Meta (ACB statt ABO) setzen;
E1;202610;Strom;55009;FTX;FTX+ABO: Qualifier ist im AHB der Prüf-ID 55009 nicht vorgesehen.;Qualifier datengetrieben aus AHB-Meta (ACB statt ABO) setzen;
E1;202610;Strom;55015;FTX;FTX+ABO: Qualifier ist im AHB der Prüf-ID 55015 nicht vorgesehen.;Qualifier datengetrieben aus AHB-Meta (ACB statt ABO) setzen;
E1;202610;Strom;55018;FTX;FTX+ABO: Qualifier ist im AHB der Prüf-ID 55018 nicht vorgesehen.;Qualifier datengetrieben aus AHB-Meta (ACB statt ABO) setzen;
E1;202610;Strom;55024;FTX;FTX+ABO: Qualifier ist im AHB der Prüf-ID 55024 nicht vorgesehen.;Qualifier datengetrieben aus AHB-Meta (ACB statt ABO) setzen;
E1;202610;Strom;55080;FTX;FTX+ABO: Qualifier ist im AHB der Prüf-ID 55080 nicht vorgesehen.;Qualifier datengetrieben aus AHB-Meta (ACB statt ABO) setzen;
E1;202610;Strom;55604;FTX;FTX+ABO: Qualifier ist im AHB der Prüf-ID 55604 nicht vorgesehen.;Qualifier datengetrieben aus AHB-Meta (ACB statt ABO) setzen;
E1;202610;Strom;55605;FTX;FTX+ABO: Qualifier ist im AHB der Prüf-ID 55605 nicht vorgesehen.;Qualifier datengetrieben aus AHB-Meta (ACB statt ABO) setzen;
E1;202610;Strom;55609;FTX;FTX+ABO: Qualifier ist im AHB der Prüf-ID 55609 nicht vorgesehen.;Qualifier datengetrieben aus AHB-Meta (ACB statt ABO) setzen;
E2;202604;Gas;44012;FTX;Segment FTX ist im AHB der Prüf-ID 44012 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202604;Gas;44041;FTX;Segment FTX ist im AHB der Prüf-ID 44041 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202604;Gas;44044;FTX;Segment FTX ist im AHB der Prüf-ID 44044 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202604;Gas;44053;FTX;Segment FTX ist im AHB der Prüf-ID 44053 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202604;Gas;44105;FTX;Segment FTX ist im AHB der Prüf-ID 44105 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202604;Gas;44146;FTX;Segment FTX ist im AHB der Prüf-ID 44146 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202604;Gas;44152;FTX;Segment FTX ist im AHB der Prüf-ID 44152 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202604;Gas;44164;FTX;Segment FTX ist im AHB der Prüf-ID 44164 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202604;Gas;44170;FTX;Segment FTX ist im AHB der Prüf-ID 44170 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202604;Gas;44182;FTX;Segment FTX ist im AHB der Prüf-ID 44182 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202604;Strom;55012;FTX;Segment FTX ist im AHB der Prüf-ID 55012 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202604;Strom;55041;FTX;Segment FTX ist im AHB der Prüf-ID 55041 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202604;Strom;55044;FTX;Segment FTX ist im AHB der Prüf-ID 55044 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202604;Strom;55053;FTX;Segment FTX ist im AHB der Prüf-ID 55053 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202604;Strom;55170;FTX;Segment FTX ist im AHB der Prüf-ID 55170 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202610;Gas;44012;FTX;Segment FTX ist im AHB der Prüf-ID 44012 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202610;Gas;44041;FTX;Segment FTX ist im AHB der Prüf-ID 44041 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202610;Gas;44044;FTX;Segment FTX ist im AHB der Prüf-ID 44044 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202610;Gas;44053;FTX;Segment FTX ist im AHB der Prüf-ID 44053 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202610;Gas;44105;FTX;Segment FTX ist im AHB der Prüf-ID 44105 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202610;Gas;44146;FTX;Segment FTX ist im AHB der Prüf-ID 44146 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202610;Gas;44152;FTX;Segment FTX ist im AHB der Prüf-ID 44152 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202610;Gas;44164;FTX;Segment FTX ist im AHB der Prüf-ID 44164 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202610;Gas;44170;FTX;Segment FTX ist im AHB der Prüf-ID 44170 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202610;Gas;44182;FTX;Segment FTX ist im AHB der Prüf-ID 44182 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202610;Strom;55012;FTX;Segment FTX ist im AHB der Prüf-ID 55012 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202610;Strom;55041;FTX;Segment FTX ist im AHB der Prüf-ID 55041 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202610;Strom;55044;FTX;Segment FTX ist im AHB der Prüf-ID 55044 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202610;Strom;55053;FTX;Segment FTX ist im AHB der Prüf-ID 55053 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E2;202610;Strom;55170;FTX;Segment FTX ist im AHB der Prüf-ID 55170 nicht vorgesehen.;FTX nur erzeugen, wenn der AHB der Prüf-ID es führt (Kopplung an Meta);
E3;202604;Strom;55062;SEQ;SEQ+Z01: Qualifier ist im AHB der Prüf-ID 55062 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55063;SEQ;Segment SEQ ist im AHB der Prüf-ID 55063 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55063;CCI;Segment CCI ist im AHB der Prüf-ID 55063 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55063;CAV;Segment CAV ist im AHB der Prüf-ID 55063 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55077;CAV;CAV+Z91: Qualifier ist im AHB der Prüf-ID 55077 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55109;CAV;CAV+Z91: Qualifier ist im AHB der Prüf-ID 55109 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55109;CAV;CAV+E03: Qualifier ist im AHB der Prüf-ID 55109 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55109;CAV;CAV+Z52: Qualifier ist im AHB der Prüf-ID 55109 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55110;SEQ;Segment SEQ ist im AHB der Prüf-ID 55110 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55110;CCI;Segment CCI ist im AHB der Prüf-ID 55110 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55110;CAV;Segment CAV ist im AHB der Prüf-ID 55110 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55110;CCI;Segment CCI ist im AHB der Prüf-ID 55110 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55110;CAV;Segment CAV ist im AHB der Prüf-ID 55110 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55110;CCI;Segment CCI ist im AHB der Prüf-ID 55110 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55110;CAV;Segment CAV ist im AHB der Prüf-ID 55110 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55238;SEQ;SEQ+Z38: Qualifier ist im AHB der Prüf-ID 55238 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55238;CAV;Segment CAV ist im AHB der Prüf-ID 55238 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55242;SEQ;Segment SEQ ist im AHB der Prüf-ID 55242 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55242;CCI;Segment CCI ist im AHB der Prüf-ID 55242 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55242;CAV;Segment CAV ist im AHB der Prüf-ID 55242 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55553;SEQ;SEQ+Z76: Qualifier ist im AHB der Prüf-ID 55553 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55600;CAV;CAV+Z91: Qualifier ist im AHB der Prüf-ID 55600 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55601;CAV;CAV+Z91: Qualifier ist im AHB der Prüf-ID 55601 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55615;CAV;CAV+E01: Qualifier ist im AHB der Prüf-ID 55615 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55617;CAV;CAV+Z10: Qualifier ist im AHB der Prüf-ID 55617 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55618;CAV;CAV+ZE6: Qualifier ist im AHB der Prüf-ID 55618 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55627;CAV;CAV+E01: Qualifier ist im AHB der Prüf-ID 55627 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55629;CAV;CAV+Z10: Qualifier ist im AHB der Prüf-ID 55629 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55630;CAV;CAV+ZE6: Qualifier ist im AHB der Prüf-ID 55630 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55639;CAV;CAV+Z91: Qualifier ist im AHB der Prüf-ID 55639 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55639;CAV;CAV+E01: Qualifier ist im AHB der Prüf-ID 55639 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55640;SEQ;SEQ+Z01: Qualifier ist im AHB der Prüf-ID 55640 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55640;CAV;CAV+Z91: Qualifier ist im AHB der Prüf-ID 55640 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55640;CAV;CAV+E03: Qualifier ist im AHB der Prüf-ID 55640 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55640;CAV;CAV+Z52: Qualifier ist im AHB der Prüf-ID 55640 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55641;CAV;CAV+ZE6: Qualifier ist im AHB der Prüf-ID 55641 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55649;CAV;CAV+Z91: Qualifier ist im AHB der Prüf-ID 55649 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55649;CAV;CAV+E01: Qualifier ist im AHB der Prüf-ID 55649 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55650;SEQ;SEQ+Z01: Qualifier ist im AHB der Prüf-ID 55650 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55650;CAV;CAV+Z91: Qualifier ist im AHB der Prüf-ID 55650 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55650;CAV;CAV+E03: Qualifier ist im AHB der Prüf-ID 55650 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55650;CAV;CAV+Z52: Qualifier ist im AHB der Prüf-ID 55650 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55651;CAV;CAV+ZE6: Qualifier ist im AHB der Prüf-ID 55651 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55659;CAV;CAV+Z91: Qualifier ist im AHB der Prüf-ID 55659 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55659;CAV;CAV+E01: Qualifier ist im AHB der Prüf-ID 55659 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55660;SEQ;SEQ+Z01: Qualifier ist im AHB der Prüf-ID 55660 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55660;CAV;CAV+Z91: Qualifier ist im AHB der Prüf-ID 55660 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55660;CAV;CAV+E03: Qualifier ist im AHB der Prüf-ID 55660 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55660;CAV;CAV+Z52: Qualifier ist im AHB der Prüf-ID 55660 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55661;CAV;CAV+ZE6: Qualifier ist im AHB der Prüf-ID 55661 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55684;SEQ;SEQ+Z01: Qualifier ist im AHB der Prüf-ID 55684 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55684;CAV;CAV+Z91: Qualifier ist im AHB der Prüf-ID 55684 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55684;CAV;CAV+E03: Qualifier ist im AHB der Prüf-ID 55684 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55684;CAV;CAV+Z52: Qualifier ist im AHB der Prüf-ID 55684 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55688;CAV;CAV+E03: Qualifier ist im AHB der Prüf-ID 55688 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202604;Strom;55688;CAV;CAV+Z52: Qualifier ist im AHB der Prüf-ID 55688 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55062;SEQ;SEQ+Z01: Qualifier ist im AHB der Prüf-ID 55062 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55063;SEQ;Segment SEQ ist im AHB der Prüf-ID 55063 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55063;CCI;Segment CCI ist im AHB der Prüf-ID 55063 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55063;CAV;Segment CAV ist im AHB der Prüf-ID 55063 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55077;CAV;CAV+Z91: Qualifier ist im AHB der Prüf-ID 55077 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55109;CAV;CAV+Z91: Qualifier ist im AHB der Prüf-ID 55109 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55109;CAV;CAV+E03: Qualifier ist im AHB der Prüf-ID 55109 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55109;CAV;CAV+Z52: Qualifier ist im AHB der Prüf-ID 55109 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55110;SEQ;Segment SEQ ist im AHB der Prüf-ID 55110 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55110;CCI;Segment CCI ist im AHB der Prüf-ID 55110 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55110;CAV;Segment CAV ist im AHB der Prüf-ID 55110 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55110;CCI;Segment CCI ist im AHB der Prüf-ID 55110 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55110;CAV;Segment CAV ist im AHB der Prüf-ID 55110 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55110;CCI;Segment CCI ist im AHB der Prüf-ID 55110 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
E3;202610;Strom;55110;CAV;Segment CAV ist im AHB der Prüf-ID 55110 nicht vorgesehen.;Objektdaten-Block (SEQ/CCI/CAV) an AHB-Meta koppeln: nur AHB-geführte Qualifier erzeugen;
